2.8594 	ERROR 	avbin.dll failed to load. Try importing psychopy.visual
  as the first library (before anything that uses scipy)
  and make sure that avbin is installed.
22.2515 	EXP 	window1: blendMode = 'avg'
22.2748 	EXP 	stimulus: autoDraw = True
22.2757 	EXP 	window1: blendMode = 'avg'
22.2930 	EXP 	window1: blendMode = 'avg'
22.3106 	EXP 	window1: blendMode = 'avg'
22.3278 	EXP 	window1: blendMode = 'avg'
22.3449 	EXP 	window1: blendMode = 'avg'
22.3624 	EXP 	window1: blendMode = 'avg'
22.3794 	EXP 	window1: blendMode = 'avg'
22.3967 	EXP 	window1: blendMode = 'avg'
22.4142 	EXP 	window1: blendMode = 'avg'
22.4316 	EXP 	window1: blendMode = 'avg'
22.4494 	EXP 	window1: blendMode = 'avg'
22.4725 	EXP 	window1: blendMode = 'avg'
22.4925 	EXP 	window1: blendMode = 'avg'
22.5101 	EXP 	window1: blendMode = 'avg'
22.5277 	EXP 	window1: blendMode = 'avg'
22.5446 	EXP 	window1: blendMode = 'avg'
22.5619 	EXP 	window1: blendMode = 'avg'
22.5792 	EXP 	window1: blendMode = 'avg'
22.5963 	EXP 	window1: blendMode = 'avg'
22.6137 	EXP 	window1: blendMode = 'avg'
22.6308 	EXP 	window1: blendMode = 'avg'
22.6483 	EXP 	window1: blendMode = 'avg'
22.6654 	EXP 	window1: blendMode = 'avg'
22.6826 	EXP 	window1: blendMode = 'avg'
22.6995 	EXP 	window1: blendMode = 'avg'
22.7177 	EXP 	window1: blendMode = 'avg'
22.7425 	EXP 	window1: blendMode = 'avg'
22.7598 	EXP 	window1: blendMode = 'avg'
22.7769 	EXP 	window1: blendMode = 'avg'
22.7941 	EXP 	window1: blendMode = 'avg'
22.8114 	EXP 	window1: blendMode = 'avg'
22.8286 	EXP 	window1: blendMode = 'avg'
22.8457 	DATA 	Keypress: 0
22.8468 	EXP 	New trial (rep=0, index=6): {'corrResp': 1, 'xpos': -0.25}
22.8505 	EXP 	window1: blendMode = 'avg'
22.8671 	EXP 	Fixation2: autoDraw = False
22.8671 	EXP 	stimulus: autoDraw = False
22.8671 	EXP 	stimulus: pos = array([-0.25,  0.  ])
22.8671 	EXP 	stimulus: image = 'TessImages/1.jpg'
22.8671 	EXP 	Fixation2: autoDraw = True
22.8681 	EXP 	window1: blendMode = 'avg'
22.8926 	EXP 	window1: blendMode = 'avg'
22.9101 	EXP 	window1: blendMode = 'avg'
22.9271 	EXP 	window1: blendMode = 'avg'
22.9441 	EXP 	window1: blendMode = 'avg'
22.9615 	EXP 	window1: blendMode = 'avg'
22.9781 	EXP 	window1: blendMode = 'avg'
22.9951 	EXP 	window1: blendMode = 'avg'
23.0124 	EXP 	window1: blendMode = 'avg'
23.0293 	EXP 	window1: blendMode = 'avg'
23.0462 	EXP 	window1: blendMode = 'avg'
23.0639 	EXP 	window1: blendMode = 'avg'
23.0815 	EXP 	window1: blendMode = 'avg'
23.0994 	EXP 	window1: blendMode = 'avg'
23.1188 	EXP 	window1: blendMode = 'avg'
23.1421 	EXP 	window1: blendMode = 'avg'
23.1595 	EXP 	window1: blendMode = 'avg'
23.1767 	EXP 	window1: blendMode = 'avg'
23.1936 	EXP 	window1: blendMode = 'avg'
23.2222 	EXP 	window1: blendMode = 'avg'
23.2422 	EXP 	window1: blendMode = 'avg'
23.2597 	EXP 	window1: blendMode = 'avg'
23.2769 	EXP 	window1: blendMode = 'avg'
23.2940 	EXP 	window1: blendMode = 'avg'
23.3114 	EXP 	window1: blendMode = 'avg'
23.3283 	EXP 	window1: blendMode = 'avg'
23.3451 	EXP 	window1: blendMode = 'avg'
23.3718 	EXP 	window1: blendMode = 'avg'
23.3913 	EXP 	stimulus: autoDraw = True
23.3921 	EXP 	window1: blendMode = 'avg'
23.4094 	EXP 	window1: blendMode = 'avg'
23.4269 	EXP 	window1: blendMode = 'avg'
23.4450 	EXP 	window1: blendMode = 'avg'
23.4627 	EXP 	window1: blendMode = 'avg'
23.4800 	EXP 	window1: blendMode = 'avg'
23.4971 	EXP 	window1: blendMode = 'avg'
23.5146 	EXP 	window1: blendMode = 'avg'
23.5329 	EXP 	window1: blendMode = 'avg'
23.5522 	EXP 	window1: blendMode = 'avg'
23.5753 	EXP 	window1: blendMode = 'avg'
23.5925 	EXP 	window1: blendMode = 'avg'
23.6100 	EXP 	window1: blendMode = 'avg'
23.6271 	EXP 	window1: blendMode = 'avg'
23.6443 	EXP 	window1: blendMode = 'avg'
23.6614 	EXP 	window1: blendMode = 'avg'
23.6786 	EXP 	window1: blendMode = 'avg'
23.6955 	EXP 	window1: blendMode = 'avg'
23.7130 	EXP 	window1: blendMode = 'avg'
23.7309 	EXP 	window1: blendMode = 'avg'
23.7494 	EXP 	window1: blendMode = 'avg'
23.7690 	EXP 	window1: blendMode = 'avg'
23.7923 	EXP 	window1: blendMode = 'avg'
23.8096 	EXP 	window1: blendMode = 'avg'
23.8269 	EXP 	window1: blendMode = 'avg'
23.8439 	DATA 	Keypress: 1
23.8451 	EXP 	New trial (rep=0, index=7): {'corrResp': 0, 'xpos': 0.25}
23.8484 	EXP 	window1: blendMode = 'avg'
23.8647 	EXP 	Fixation2: autoDraw = False
23.8647 	EXP 	stimulus: autoDraw = False
23.8647 	EXP 	stimulus: pos = array([ 0.25,  0.  ])
23.8647 	EXP 	stimulus: image = 'TessImages/1.jpg'
23.8647 	EXP 	Fixation2: autoDraw = True
23.8654 	EXP 	window1: blendMode = 'avg'
23.8834 	EXP 	window1: blendMode = 'avg'
23.9007 	EXP 	window1: blendMode = 'avg'
23.9255 	EXP 	window1: blendMode = 'avg'
23.9430 	EXP 	window1: blendMode = 'avg'
23.9603 	EXP 	window1: blendMode = 'avg'
23.9771 	EXP 	window1: blendMode = 'avg'
23.9940 	EXP 	window1: blendMode = 'avg'
24.0114 	EXP 	window1: blendMode = 'avg'
24.0285 	EXP 	window1: blendMode = 'avg'
24.0455 	EXP 	window1: blendMode = 'avg'
24.0626 	EXP 	window1: blendMode = 'avg'
24.0796 	EXP 	window1: blendMode = 'avg'
24.0968 	EXP 	window1: blendMode = 'avg'
24.1146 	EXP 	window1: blendMode = 'avg'
24.1319 	EXP 	window1: blendMode = 'avg'
24.1490 	EXP 	window1: blendMode = 'avg'
24.1668 	EXP 	window1: blendMode = 'avg'
24.1840 	EXP 	window1: blendMode = 'avg'
24.2011 	EXP 	window1: blendMode = 'avg'
24.2256 	EXP 	window1: blendMode = 'avg'
24.2429 	EXP 	window1: blendMode = 'avg'
24.2603 	EXP 	window1: blendMode = 'avg'
24.2774 	EXP 	window1: blendMode = 'avg'
24.2942 	EXP 	window1: blendMode = 'avg'
24.3115 	EXP 	window1: blendMode = 'avg'
24.3303 	EXP 	window1: blendMode = 'avg'
24.3566 	EXP 	window1: blendMode = 'avg'
24.3758 	EXP 	stimulus: autoDraw = True
24.3767 	EXP 	window1: blendMode = 'avg'
24.3952 	EXP 	window1: blendMode = 'avg'
24.4135 	EXP 	window1: blendMode = 'avg'
24.4313 	EXP 	window1: blendMode = 'avg'
24.4491 	EXP 	window1: blendMode = 'avg'
24.4668 	EXP 	window1: blendMode = 'avg'
24.4852 	EXP 	window1: blendMode = 'avg'
24.5091 	EXP 	window1: blendMode = 'avg'
24.5266 	EXP 	window1: blendMode = 'avg'
24.5438 	EXP 	window1: blendMode = 'avg'
24.5613 	EXP 	window1: blendMode = 'avg'
24.5786 	EXP 	window1: blendMode = 'avg'
24.5962 	EXP 	window1: blendMode = 'avg'
24.6141 	EXP 	window1: blendMode = 'avg'
24.6316 	EXP 	window1: blendMode = 'avg'
24.6506 	EXP 	window1: blendMode = 'avg'
24.6679 	EXP 	window1: blendMode = 'avg'
24.6916 	EXP 	window1: blendMode = 'avg'
24.7090 	EXP 	window1: blendMode = 'avg'
24.7271 	EXP 	window1: blendMode = 'avg'
24.7438 	EXP 	window1: blendMode = 'avg'
24.7606 	EXP 	window1: blendMode = 'avg'
24.7775 	EXP 	window1: blendMode = 'avg'
24.7946 	EXP 	window1: blendMode = 'avg'
24.8121 	EXP 	window1: blendMode = 'avg'
24.8291 	EXP 	window1: blendMode = 'avg'
24.8463 	EXP 	window1: blendMode = 'avg'
24.8633 	DATA 	Keypress: 0
24.9143 	EXP 	window1: blendMode = 'avg'
24.9276 	EXP 	Fixation2: autoDraw = False
24.9276 	EXP 	stimulus: autoDraw = False
24.9276 	EXP 	feedbacktext: text = 'You got 7 correct. \n\nPress Space to Continue'
24.9276 	EXP 	feedbacktext: autoDraw = True
24.9284 	EXP 	window1: blendMode = 'avg'
24.9554 	EXP 	window1: blendMode = 'avg'
24.9751 	EXP 	window1: blendMode = 'avg'
24.9920 	EXP 	window1: blendMode = 'avg'
25.0096 	EXP 	window1: blendMode = 'avg'
25.0266 	EXP 	window1: blendMode = 'avg'
25.0433 	EXP 	window1: blendMode = 'avg'
25.0605 	EXP 	window1: blendMode = 'avg'
25.0775 	EXP 	window1: blendMode = 'avg'
25.0942 	EXP 	window1: blendMode = 'avg'
25.1112 	EXP 	window1: blendMode = 'avg'
25.1282 	EXP 	window1: blendMode = 'avg'
25.1452 	EXP 	window1: blendMode = 'avg'
25.1622 	EXP 	window1: blendMode = 'avg'
25.1792 	EXP 	window1: blendMode = 'avg'
25.2052 	EXP 	window1: blendMode = 'avg'
25.2251 	EXP 	window1: blendMode = 'avg'
25.2422 	EXP 	window1: blendMode = 'avg'
25.2594 	EXP 	window1: blendMode = 'avg'
25.2766 	EXP 	window1: blendMode = 'avg'
25.2934 	EXP 	window1: blendMode = 'avg'
25.3107 	EXP 	window1: blendMode = 'avg'
25.3273 	EXP 	window1: blendMode = 'avg'
25.3445 	EXP 	window1: blendMode = 'avg'
25.3615 	EXP 	window1: blendMode = 'avg'
25.3882 	EXP 	window1: blendMode = 'avg'
25.4088 	EXP 	window1: blendMode = 'avg'
25.4261 	EXP 	window1: blendMode = 'avg'
25.4434 	EXP 	window1: blendMode = 'avg'
25.4601 	EXP 	window1: blendMode = 'avg'
25.4777 	EXP 	window1: blendMode = 'avg'
25.4951 	EXP 	window1: blendMode = 'avg'
25.5123 	EXP 	window1: blendMode = 'avg'
25.5296 	EXP 	window1: blendMode = 'avg'
25.5473 	EXP 	window1: blendMode = 'avg'
25.5650 	EXP 	window1: blendMode = 'avg'
25.5829 	EXP 	window1: blendMode = 'avg'
25.6011 	EXP 	window1: blendMode = 'avg'
25.6255 	EXP 	window1: blendMode = 'avg'
25.6428 	EXP 	window1: blendMode = 'avg'
25.6600 	EXP 	window1: blendMode = 'avg'
25.6770 	EXP 	window1: blendMode = 'avg'
25.6941 	EXP 	window1: blendMode = 'avg'
25.7111 	EXP 	window1: blendMode = 'avg'
25.7291 	DATA 	Keypress: space
25.7305 	EXP 	window1: blendMode = 'avg'
25.7478 	EXP 	feedbacktext: autoDraw = False
25.7478 	EXP 	feedbacktext: autoDraw = False
25.7478 	EXP 	text_2: autoDraw = True
25.7487 	EXP 	window1: blendMode = 'avg'
25.7665 	EXP 	window1: blendMode = 'avg'
25.7840 	EXP 	window1: blendMode = 'avg'
25.8090 	EXP 	window1: blendMode = 'avg'
25.8262 	EXP 	window1: blendMode = 'avg'
25.8437 	EXP 	window1: blendMode = 'avg'
25.8607 	EXP 	window1: blendMode = 'avg'
25.8775 	EXP 	window1: blendMode = 'avg'
25.9052 	EXP 	window1: blendMode = 'avg'
25.9254 	EXP 	window1: blendMode = 'avg'
25.9426 	EXP 	window1: blendMode = 'avg'
25.9597 	EXP 	window1: blendMode = 'avg'
25.9767 	EXP 	window1: blendMode = 'avg'
25.9936 	EXP 	window1: blendMode = 'avg'
26.0111 	EXP 	window1: blendMode = 'avg'
26.0284 	EXP 	window1: blendMode = 'avg'
26.0453 	EXP 	window1: blendMode = 'avg'
26.0626 	EXP 	window1: blendMode = 'avg'
26.0796 	EXP 	window1: blendMode = 'avg'
26.0967 	EXP 	window1: blendMode = 'avg'
26.1142 	EXP 	window1: blendMode = 'avg'
26.1312 	EXP 	window1: blendMode = 'avg'
26.1482 	EXP 	window1: blendMode = 'avg'
26.1658 	EXP 	window1: blendMode = 'avg'
26.1882 	EXP 	window1: blendMode = 'avg'
26.2088 	EXP 	window1: blendMode = 'avg'
26.2256 	EXP 	window1: blendMode = 'avg'
26.2426 	EXP 	window1: blendMode = 'avg'
26.2595 	EXP 	window1: blendMode = 'avg'
26.2765 	EXP 	window1: blendMode = 'avg'
26.2934 	EXP 	window1: blendMode = 'avg'
26.3105 	EXP 	window1: blendMode = 'avg'
26.3284 	EXP 	window1: blendMode = 'avg'
26.3466 	EXP 	window1: blendMode = 'avg'
26.3652 	EXP 	window1: blendMode = 'avg'
26.3833 	EXP 	window1: blendMode = 'avg'
26.4012 	EXP 	window1: blendMode = 'avg'
26.4253 	EXP 	window1: blendMode = 'avg'
26.4424 	EXP 	window1: blendMode = 'avg'
26.4596 	EXP 	window1: blendMode = 'avg'
26.4766 	DATA 	Keypress: space
26.4879 	EXP 	Imported Problems.xls as conditions, 3 conditions, 2 params
26.4883 	EXP 	Created sequence: random, trialTypes=3, nReps=1, seed=None
26.4888 	EXP 	New trial (rep=0, index=0): {'ProblemHigh': u'Imagine that you accidentally drop a classmate\u2019s iPhone and shatter the screen. After they take the phone into the Apple Store they tell you the cost to replace the phone will be $599. Are there ways in which you would be able to come up with the money on a very short notice?  How would you go about doing this? Would you have to go to a third-party to come up with the money? What consequences would this financial burden have on you?', 'ProblemLow': u'Imagine that you accidentally drop a classmate\u2019s iPhone and shatter the screen. After they take the phone into the Apple Store they tell you the cost of the screen will be $100. Are there ways in which you would be able to come up with the money on a very short notice? How would you go about doing this? Would you have to go to a third-party to come up with the money? What consequences would this financial burden have on you?'}
26.8917 	EXP 	window1: blendMode = 'avg'
26.9043 	EXP 	text_2: autoDraw = False
26.9043 	EXP 	text_2: autoDraw = False
26.9043 	EXP 	text_4: text = u'Imagine that you accidentally drop a classmate\u2019s iPhone and shatter the screen. After they take the phone into the Apple Store they tell you the cost to replace the phone will be $599. Are there ways in which you would be able to come up with the money on a very short notice?  How would you go about doing this? Would you have to go to a third-party to come up with the money? What consequences would this financial burden have on you?\n\nPress space when you are done reading'
26.9043 	EXP 	text_4: autoDraw = True
26.9049 	EXP 	window1: blendMode = 'avg'
26.9245 	EXP 	window1: blendMode = 'avg'
26.9417 	EXP 	window1: blendMode = 'avg'
26.9588 	EXP 	window1: blendMode = 'avg'
26.9755 	EXP 	window1: blendMode = 'avg'
26.9926 	EXP 	window1: blendMode = 'avg'
27.0100 	EXP 	window1: blendMode = 'avg'
27.0267 	EXP 	window1: blendMode = 'avg'
27.0434 	EXP 	window1: blendMode = 'avg'
27.0602 	EXP 	window1: blendMode = 'avg'
27.0771 	EXP 	window1: blendMode = 'avg'
27.0935 	EXP 	window1: blendMode = 'avg'
27.1220 	EXP 	window1: blendMode = 'avg'
27.1417 	EXP 	window1: blendMode = 'avg'
27.1587 	EXP 	window1: blendMode = 'avg'
27.1759 	EXP 	window1: blendMode = 'avg'
27.1932 	EXP 	window1: blendMode = 'avg'
27.2216 	EXP 	window1: blendMode = 'avg'
27.2415 	EXP 	window1: blendMode = 'avg'
27.2588 	EXP 	window1: blendMode = 'avg'
27.2760 	EXP 	window1: blendMode = 'avg'
27.2928 	EXP 	window1: blendMode = 'avg'
27.3101 	EXP 	window1: blendMode = 'avg'
27.3269 	EXP 	window1: blendMode = 'avg'
27.3439 	DATA 	Keypress: space
27.3448 	EXP 	window1: blendMode = 'avg'
27.3611 	EXP 	text_4: autoDraw = False
27.3611 	EXP 	text_4: autoDraw = False
27.3611 	EXP 	text_3: autoDraw = True
27.3616 	EXP 	window1: blendMode = 'avg'
27.3784 	EXP 	window1: blendMode = 'avg'
27.3951 	EXP 	window1: blendMode = 'avg'
27.4215 	EXP 	window1: blendMode = 'avg'
27.4426 	EXP 	window1: blendMode = 'avg'
27.4590 	EXP 	window1: blendMode = 'avg'
27.4763 	EXP 	window1: blendMode = 'avg'
27.4937 	EXP 	window1: blendMode = 'avg'
27.5111 	EXP 	window1: blendMode = 'avg'
27.5288 	EXP 	window1: blendMode = 'avg'
27.5467 	EXP 	window1: blendMode = 'avg'
27.5638 	EXP 	window1: blendMode = 'avg'
27.5881 	EXP 	window1: blendMode = 'avg'
27.6085 	EXP 	window1: blendMode = 'avg'
27.6255 	EXP 	window1: blendMode = 'avg'
27.6428 	EXP 	window1: blendMode = 'avg'
27.6599 	EXP 	window1: blendMode = 'avg'
27.6767 	EXP 	window1: blendMode = 'avg'
27.6933 	EXP 	window1: blendMode = 'avg'
27.7218 	EXP 	window1: blendMode = 'avg'
27.7417 	EXP 	window1: blendMode = 'avg'
27.7591 	EXP 	window1: blendMode = 'avg'
27.7758 	EXP 	window1: blendMode = 'avg'
27.7931 	EXP 	window1: blendMode = 'avg'
27.8103 	EXP 	window1: blendMode = 'avg'
27.8275 	EXP 	window1: blendMode = 'avg'
27.8446 	EXP 	window1: blendMode = 'avg'
27.8620 	EXP 	window1: blendMode = 'avg'
27.8793 	EXP 	window1: blendMode = 'avg'
27.8961 	EXP 	window1: blendMode = 'avg'
27.9134 	EXP 	window1: blendMode = 'avg'
27.9309 	EXP 	window1: blendMode = 'avg'
27.9478 	EXP 	window1: blendMode = 'avg'
27.9649 	EXP 	window1: blendMode = 'avg'
27.9823 	EXP 	window1: blendMode = 'avg'
28.0048 	EXP 	window1: blendMode = 'avg'
28.0250 	EXP 	window1: blendMode = 'avg'
28.0422 	EXP 	window1: blendMode = 'avg'
28.0589 	EXP 	window1: blendMode = 'avg'
28.0762 	EXP 	window1: blendMode = 'avg'
28.0929 	EXP 	window1: blendMode = 'avg'
28.1102 	EXP 	window1: blendMode = 'avg'
28.1270 	EXP 	window1: blendMode = 'avg'
28.1438 	EXP 	window1: blendMode = 'avg'
28.1606 	EXP 	window1: blendMode = 'avg'
28.1881 	EXP 	window1: blendMode = 'avg'
28.2085 	EXP 	window1: blendMode = 'avg'
28.2254 	EXP 	window1: blendMode = 'avg'
28.2424 	EXP 	window1: blendMode = 'avg'
28.2594 	EXP 	window1: blendMode = 'avg'
28.2760 	EXP 	window1: blendMode = 'avg'
28.2928 	EXP 	window1: blendMode = 'avg'
28.3097 	EXP 	window1: blendMode = 'avg'
28.3266 	EXP 	window1: blendMode = 'avg'
28.3433 	EXP 	window1: blendMode = 'avg'
28.3600 	EXP 	window1: blendMode = 'avg'
28.3883 	EXP 	window1: blendMode = 'avg'
28.4085 	EXP 	window1: blendMode = 'avg'
28.4256 	EXP 	window1: blendMode = 'avg'
28.4427 	EXP 	window1: blendMode = 'avg'
28.4595 	DATA 	Keypress: space
28.4600 	EXP 	window1: blendMode = 'avg'
28.4767 	EXP 	window1: blendMode = 'avg'
28.4944 	EXP 	window1: blendMode = 'avg'
28.5119 	EXP 	window1: blendMode = 'avg'
28.5289 	EXP 	window1: blendMode = 'avg'
28.5458 	EXP 	window1: blendMode = 'avg'
28.5632 	EXP 	window1: blendMode = 'avg'
28.5799 	EXP 	window1: blendMode = 'avg'
28.5968 	EXP 	window1: blendMode = 'avg'
28.6137 	EXP 	window1: blendMode = 'avg'
28.6310 	EXP 	window1: blendMode = 'avg'
28.6481 	EXP 	window1: blendMode = 'avg'
28.6656 	EXP 	window1: blendMode = 'avg'
28.6883 	EXP 	window1: blendMode = 'avg'
28.7083 	EXP 	window1: blendMode = 'avg'
28.7262 	EXP 	window1: blendMode = 'avg'
28.7432 	EXP 	window1: blendMode = 'avg'
28.7601 	EXP 	window1: blendMode = 'avg'
28.7880 	EXP 	window1: blendMode = 'avg'
28.8082 	EXP 	window1: blendMode = 'avg'
28.8254 	EXP 	window1: blendMode = 'avg'
28.8428 	EXP 	window1: blendMode = 'avg'
28.8598 	EXP 	window1: blendMode = 'avg'
28.8762 	EXP 	window1: blendMode = 'avg'
28.9048 	EXP 	window1: blendMode = 'avg'
28.9248 	EXP 	window1: blendMode = 'avg'
28.9419 	EXP 	window1: blendMode = 'avg'
28.9588 	EXP 	window1: blendMode = 'avg'
28.9753 	EXP 	window1: blendMode = 'avg'
28.9922 	EXP 	window1: blendMode = 'avg'
29.0093 	EXP 	window1: blendMode = 'avg'
29.0261 	EXP 	window1: blendMode = 'avg'
29.0425 	EXP 	window1: blendMode = 'avg'
29.0592 	EXP 	window1: blendMode = 'avg'
29.0761 	EXP 	window1: blendMode = 'avg'
29.0926 	EXP 	window1: blendMode = 'avg'
29.1095 	EXP 	window1: blendMode = 'avg'
29.1262 	EXP 	window1: blendMode = 'avg'
29.1427 	EXP 	window1: blendMode = 'avg'
29.1595 	EXP 	window1: blendMode = 'avg'
29.1762 	EXP 	window1: blendMode = 'avg'
29.1928 	EXP 	window1: blendMode = 'avg'
29.2212 	EXP 	window1: blendMode = 'avg'
29.2415 	EXP 	window1: blendMode = 'avg'
29.2587 	EXP 	window1: blendMode = 'avg'
29.2756 	EXP 	window1: blendMode = 'avg'
29.2925 	EXP 	window1: blendMode = 'avg'
29.3093 	EXP 	window1: blendMode = 'avg'
29.3262 	EXP 	window1: blendMode = 'avg'
29.3495 	EXP 	Imported demo.xls as conditions, 8 conditions, 2 params
29.3501 	EXP 	Created sequence: random, trialTypes=8, nReps=1, seed=None
29.3512 	EXP 	New trial (rep=0, index=0): {'corrResp': 1, 'xpos': -0.25}
29.3565 	EXP 	window1: blendMode = 'avg'
29.3694 	EXP 	text_3: autoDraw = False
29.3694 	EXP 	text_3: autoDraw = False
29.3694 	EXP 	stimulus: pos = array([-0.25,  0.  ])
29.3694 	EXP 	stimulus: image = 'TessImages/1.jpg'
29.3694 	EXP 	Fixation2: autoDraw = True
29.3701 	EXP 	window1: blendMode = 'avg'
29.3916 	EXP 	window1: blendMode = 'avg'
29.4087 	EXP 	window1: blendMode = 'avg'
29.4258 	EXP 	window1: blendMode = 'avg'
29.4429 	EXP 	window1: blendMode = 'avg'
29.4597 	EXP 	window1: blendMode = 'avg'
29.4763 	EXP 	window1: blendMode = 'avg'
29.4937 	EXP 	window1: blendMode = 'avg'
29.5109 	EXP 	window1: blendMode = 'avg'
29.5282 	EXP 	window1: blendMode = 'avg'
29.5460 	EXP 	window1: blendMode = 'avg'
29.5627 	EXP 	window1: blendMode = 'avg'
29.5797 	EXP 	window1: blendMode = 'avg'
29.5965 	EXP 	window1: blendMode = 'avg'
29.6134 	EXP 	window1: blendMode = 'avg'
29.6302 	EXP 	window1: blendMode = 'avg'
29.6474 	EXP 	window1: blendMode = 'avg'
29.6646 	EXP 	window1: blendMode = 'avg'
29.6812 	EXP 	window1: blendMode = 'avg'
29.7053 	EXP 	window1: blendMode = 'avg'
29.7256 	EXP 	window1: blendMode = 'avg'
29.7440 	EXP 	window1: blendMode = 'avg'
29.7616 	EXP 	window1: blendMode = 'avg'
29.7785 	EXP 	window1: blendMode = 'avg'
29.7955 	EXP 	window1: blendMode = 'avg'
29.8128 	EXP 	window1: blendMode = 'avg'
29.8386 	EXP 	window1: blendMode = 'avg'
29.8586 	EXP 	window1: blendMode = 'avg'
29.8754 	EXP 	stimulus: autoDraw = True
29.8761 	EXP 	window1: blendMode = 'avg'
29.8930 	EXP 	window1: blendMode = 'avg'
29.9100 	EXP 	window1: blendMode = 'avg'
29.9268 	EXP 	window1: blendMode = 'avg'
29.9441 	EXP 	window1: blendMode = 'avg'
29.9610 	EXP 	window1: blendMode = 'avg'
29.9774 	EXP 	window1: blendMode = 'avg'
30.0054 	EXP 	window1: blendMode = 'avg'
30.0249 	EXP 	window1: blendMode = 'avg'
30.0426 	EXP 	window1: blendMode = 'avg'
30.0599 	EXP 	window1: blendMode = 'avg'
30.0768 	EXP 	window1: blendMode = 'avg'
30.0938 	EXP 	window1: blendMode = 'avg'
30.1110 	EXP 	window1: blendMode = 'avg'
30.1281 	EXP 	window1: blendMode = 'avg'
30.1452 	EXP 	window1: blendMode = 'avg'
30.1621 	EXP 	window1: blendMode = 'avg'
30.1796 	EXP 	window1: blendMode = 'avg'
30.1966 	EXP 	window1: blendMode = 'avg'
30.2143 	EXP 	window1: blendMode = 'avg'
30.2318 	EXP 	window1: blendMode = 'avg'
30.2502 	EXP 	window1: blendMode = 'avg'
30.2672 	EXP 	window1: blendMode = 'avg'
30.2915 	EXP 	window1: blendMode = 'avg'
30.3093 	EXP 	window1: blendMode = 'avg'
30.3266 	EXP 	window1: blendMode = 'avg'
30.3422 	EXP 	window1: blendMode = 'avg'
30.3579 	EXP 	window1: blendMode = 'avg'
30.3740 	EXP 	window1: blendMode = 'avg'
30.3905 	EXP 	window1: blendMode = 'avg'
30.4078 	EXP 	window1: blendMode = 'avg'
30.4242 	EXP 	window1: blendMode = 'avg'
30.4409 	EXP 	window1: blendMode = 'avg'
30.4576 	EXP 	window1: blendMode = 'avg'
30.4741 	EXP 	window1: blendMode = 'avg'
30.4910 	EXP 	window1: blendMode = 'avg'
30.5081 	DATA 	Keypress: escape
